,keys,CPI,CPI_E,SP500,NASDAQ
0,2008-03-01,213.448,149.993,1310.46997067,2235.266683
1,2013-05-01,231.895,160.51,1644.50333633,3471.57666033
2,2014-08-01,237.163,165.932,1920.466634,4353.639974
3,2010-11-01,219.59,155.761,1214.95666533,2565.53002933
4,2007-06-01,207.234,146.816,1512.52998867,2601.959961
5,2015-05-01,236.876,168.981,2127.57674167,5083.96337867
6,2009-11-01,217.234,154.075,1093.07666,2161.26660167
7,2008-03-01,213.448,149.993,1327.36999533,2288.790039
8,2013-03-01,232.313,160.553,1516.28999833,3164.06331367
9,2012-03-01,228.894,157.287,1400.35001633,3050.78670233
10,2014-06-01,237.016,165.117,1936.72001133,4313.40332033
11,2008-01-01,212.174,149.404,1343.879964,2360.50333667
12,2013-08-01,233.249,162.856,1700.756673,3663.900065
13,2007-03-01,205.288,147.279,1398.899984,2383.30664067
14,2014-03-01,235.897,164.024,1876.29337567,4348.77343767
15,2007-10-01,209.19,148.219,1527.31665033,2772.37996433
16,2011-08-01,226.106,158.099,1157.40336133,2460.569987
17,2007-09-01,208.547,146.834,1468.13004567,2595.32332333
18,2013-04-01,231.856,159.256,1589.983317,3297.45328767
19,2013-12-01,234.847,163.864,1836.182495,4157.022461
20,2011-09-01,226.597,157.549,1147.626709,2462.57999667
21,2011-08-01,226.106,158.099,1152.69002267,2411.25
22,2009-09-01,215.861,154.168,1036.40750125,2065.76995875
23,2015-09-01,237.489,168.254,1951.79337567,4791.706543
24,2015-09-01,237.489,168.254,1934.113322,4724.57340467
25,2011-09-01,226.597,157.549,1144.250041,2492.363281
26,2011-06-01,224.806,157.685,1279.69665533,2669.60994467
27,2012-06-01,228.506,161.967,1338.73999033,2893.98665367
28,2006-08-01,203.8,142.4,1298.403361,2157.03336567
29,2012-02-01,228.377,157.399,1362.28666167,2951.29996733
30,2015-10-01,237.949,168.526,2086.37337233,5074.569987
31,2013-03-01,232.313,160.553,1553.80000833,3240.59667967
32,2006-04-01,200.7,140.0,1308.57999667,2333.716634
33,2014-10-01,237.651,164.23,1934.40999367,4374.389974
34,2012-10-01,231.655,162.113,1450.47998033,3060.870117
35,2010-03-01,217.353,153.358,1126.819987,2299.78002967
36,2009-07-01,214.726,153.606,983.126668,1976.853353
37,2006-09-01,202.8,143.0,1319.33003733,2236.523275
38,2014-06-01,237.016,165.117,1939.259969,4289.756673
39,2015-01-01,234.954,164.704,2006.13334133,4652.21354133
40,2013-09-01,233.642,162.042,1694.396688,3776.706706
41,2014-05-01,236.803,164.717,1879.07999667,4086.83667
42,2011-12-01,227.223,156.006,1215.74332667,2545.21671567
43,2007-12-01,211.445,148.62,1480.983317,2658.45662433
44,2009-12-01,217.347,153.725,1119.78500375,2261.414917
45,2009-10-01,216.509,153.445,1084.636678,2156.82999667
46,2010-09-01,218.275,156.636,1074.630005,2168.9200196
47,2008-10-01,216.995,152.046,1124.85668933,1997.83662933
48,2006-04-01,200.7,140.0,1310.89001467,2358.76334633
49,2007-11-01,210.834,148.806,1522.48999,2821.44335933
50,2006-05-01,201.3,140.7,1315.37666833,2323.47998033
51,2012-04-01,229.286,157.378,1398.5199585,3074.295044
52,2015-08-01,237.703,168.727,2028.74336733,4867.52669267
53,2009-05-01,213.022,149.799,886.623331667,1677.846639
54,2014-12-01,236.464,164.586,2048.25663233,4719.36328133
55,2015-12-01,238.041,171.884,2060.54003875,5055.54760725
56,2011-10-01,226.75,157.065,1270.55997733,2708.816569
57,2006-02-01,199.4,139.0,1285.53999833,2284.47330733
58,2006-07-01,202.9,142.3,1270.050008,2073.023275
59,2015-07-01,237.734,168.777,2119.443278,5157.42008467
60,2012-12-01,231.272,161.796,1436.550008,3038.58667
61,2006-12-01,203.1,145.7,1410.01000967,2436.97005167
62,2011-09-01,226.597,157.549,1199.09334333,2535.27669267
63,2008-09-01,218.877,152.102,1205.993327,2190.61669933
64,2012-08-01,229.844,161.244,1408.89998367,3065.61995433
65,2006-03-01,199.7,139.6,1289.20332833,2309.45003267
66,2007-04-01,205.904,148.053,1446.50667333,2477.19002267
67,2014-01-01,235.436,164.399,1783.65995267,4092.81323267
68,2009-12-01,217.347,153.725,1105.04667133,2184.17334
69,2011-04-01,224.093,155.909,1332.40669767,2792.12662767
70,2006-12-01,203.1,145.7,1423.28999833,2424.02669267
71,2011-11-01,227.169,155.496,1160.2300415,2450.795044
72,2009-10-01,216.509,153.445,1084.636678,2156.82999667
73,2007-02-01,204.226,146.788,1455.06665033,2519.48665367
74,2010-06-01,217.199,156.466,1078.04329433,2207.05338567
75,2012-03-01,228.894,157.287,1363.136678,2964.81665033
76,2006-03-01,199.7,139.6,1299.33667,2339.46337867
77,2011-04-01,224.093,155.909,1316.20336933,2762.12996433
78,2011-07-01,225.395,157.391,1299.28002933,2762.47330733
79,2008-11-01,213.153,152.615,873.279999,1501.1049805
80,2012-05-01,228.722,158.141,1387.65999367,3013.496745
81,2015-05-01,236.876,168.981,2100.21671567,4990.15006533
82,2009-06-01,214.79,153.013,938.103353,1841.78670267
83,2008-08-01,218.69,151.822,1288.39001467,2387.20662467
84,2008-04-01,213.942,149.302,1388.863322,2419.01993833
85,2010-04-01,217.403,153.973,1210.63000467,2517.943359
86,2013-10-01,233.799,161.667,1752.73999033,3926.46337867
87,2011-06-01,224.806,157.685,1279.69665533,2669.60994467
88,2008-09-01,218.877,152.102,1251.37333167,2282.88330067
89,2006-08-01,203.8,142.4,1279.01334633,2085.40006533
90,2010-08-01,217.923,157.372,1080.49332667,2191.46997067
91,2012-07-01,228.475,162.377,1370.65002433,2944.60001633
92,2011-03-01,223.046,156.833,1306.47001133,2722.783366
93,2012-05-01,228.722,158.141,1308.293335,2822.17333967
94,2012-06-01,228.506,161.967,1338.73999033,2893.98665367
95,2011-03-01,223.046,156.833,1320.18664533,2777.15999333
96,2013-02-01,233.005,160.993,1520.2325135,3193.5149535
97,2011-05-01,224.806,157.739,1340.873291,2823.50333667
98,2008-12-01,211.398,152.546,868.036661667,1525.56001767
99,2007-11-01,210.834,148.806,1522.48999,2821.44335933
100,2013-12-01,234.847,163.864,1836.182495,4157.022461
101,2006-04-01,200.7,140.0,1305.36669933,2353.313314
102,2007-11-01,210.834,148.806,1460.15665667,2633.35668933
103,2015-03-01,235.859,168.106,2090.27669267,4959.106771
104,2012-05-01,228.722,158.141,1387.65999367,3013.496745
105,2013-11-01,234.21,163.66,1790.266683,3974.76334633
106,2014-10-01,237.651,164.23,1870.67000333,4230.38330067
107,2014-07-01,237.259,166.455,1973.4024655,4452.6225585
108,2011-02-01,221.898,156.882,1323.96667467,2796.31998667
109,2011-02-01,221.898,156.882,1339.92000333,2830.36336267
110,2006-01-01,199.3,138.7,1274.07666033,2282.62662733
111,2015-12-01,238.041,171.884,2037.40665667,5000.503418
112,2013-04-01,231.856,159.256,1582.06335433,3279.63330067
113,2011-10-01,226.75,157.065,1211.82999667,2630.94002267
114,2012-12-01,231.272,161.796,1437.3600096,3036.1780274
115,2014-10-01,237.651,164.23,1870.67000333,4230.38330067
116,2014-11-01,237.261,163.637,2039.13330067,4681.27343767
117,2007-04-01,205.904,148.053,1436.3625185,2450.65502925
118,2006-09-01,202.8,143.0,1318.00333633,2230.66333
119,2015-01-01,234.954,164.704,2006.13334133,4652.21354133
120,2007-03-01,205.288,147.279,1399.05334467,2396.11995433
121,2010-12-01,220.472,156.175,1217.43664533,2573.41333033
122,2007-03-01,205.288,147.279,1420.20666467,2418.87329133
123,2014-05-01,236.803,164.717,1893.68334933,4157.22998067
124,2008-10-01,216.995,152.046,1124.85668933,1997.83662933
125,2009-11-01,217.234,154.075,1098.69335933,2165.33333333
126,2006-03-01,199.7,139.6,1289.20332833,2309.45003267
127,2006-12-01,203.1,145.7,1410.01000967,2436.97005167
128,2006-01-01,199.3,138.7,1277.46329733,2281.98339833
129,2010-12-01,220.472,156.175,1258.2700196,2662.5859864
130,2015-09-01,237.489,168.254,1951.79337567,4791.706543
131,2015-08-01,237.703,168.727,2086.99007167,5079.973307
132,2009-11-01,217.234,154.075,1093.07666,2161.26660167
133,2008-10-01,216.995,152.046,931.359985333,1678.319987
134,2008-11-01,213.153,152.615,786.350016,1362.29667167
135,2012-11-01,231.278,161.144,1383.96333833,2912.580078
136,2015-11-01,238.302,169.546,2100.47998067,5139.11344367
137,2010-08-01,217.923,157.372,1055.71329767,2137.95328767
138,2010-01-01,217.488,153.411,1143.39001467,2304.20996067
139,2014-10-01,237.651,164.23,1870.67000333,4230.38330067
140,2009-10-01,216.509,153.445,1048.309977,2067.42338033
141,2006-11-01,202.0,144.5,1366.483358,2333.05338567
142,2011-09-01,226.597,157.549,1179.583333,2515.356608
143,2010-03-01,217.353,153.358,1163.97998033,2384.92667633
144,2012-08-01,229.844,161.244,1403.630005,3016.91666667
145,2007-08-01,207.667,145.781,1457.02335633,2547.03336567
146,2009-11-01,217.234,154.075,1060.810018,2091.093343
147,2014-07-01,237.259,166.455,1968.35998533,4410.24007133
148,2015-01-01,234.954,164.704,2049.02998833,4725.23323567
149,2011-11-01,227.169,155.496,1222.89668767,2600.03336567
150,2012-11-01,231.278,161.144,1356.233317,2845.62662767
151,2006-06-01,201.8,142.1,1281.339966,2206.04996733
152,2014-04-01,236.495,165.024,1872.46667467,4116.956706
153,2009-01-01,211.933,152.84,902.243326667,1595.88667833
154,2013-01-01,231.641,161.916,1479.84997533,3129.41666667
155,2010-03-01,217.353,153.358,1126.819987,2299.78002967
156,2009-12-01,217.347,153.725,1105.04667133,2184.17334
157,2007-09-01,208.547,146.834,1468.13004567,2595.32332333
158,2007-12-01,211.445,148.62,1490.12666833,2704.89998367
159,2013-06-01,232.357,161.467,1607.57999667,3393.77669267
160,2010-11-01,219.59,155.761,1191.5799865,2526.16253675
161,2008-09-01,218.877,152.102,1244.26334633,2249.39664733
162,2013-03-01,232.313,160.553,1559.483317,3251.040039
163,2013-08-01,233.249,162.856,1667.51330567,3626.056722
164,2015-11-01,238.302,169.546,2048.00333667,4999.993327
165,2008-12-01,211.398,152.546,864.009989333,1482.41670767
166,2013-03-01,232.313,160.553,1559.483317,3251.040039
167,2011-07-01,225.395,157.391,1338.22001167,2835.82999667
168,2013-10-01,233.799,161.667,1684.05334467,3743.46671533
169,2013-10-01,233.799,161.667,1733.06335433,3872.286621
170,2006-06-01,201.8,142.1,1255.46004233,2144.06005867
171,2011-06-01,224.806,157.685,1279.69665533,2669.60994467
172,2010-10-01,219.035,156.014,1144.05664033,2371.97672533
173,2007-01-01,203.437,146.873,1428.73669433,2445.33666967
174,2013-11-01,234.21,163.66,1793.993327,3960.693278
175,2010-07-01,217.605,157.111,1103.08667,2256.983317
176,2008-10-01,216.995,152.046,893.886678,1590.56335433
177,2011-08-01,226.106,158.099,1219.92997233,2593.95662433
178,2015-03-01,235.859,168.106,2090.27669267,4959.106771
179,2008-02-01,212.687,149.38,1351.89001433,2310.07674167
180,2010-07-01,217.605,157.111,1103.08667,2256.983317
181,2007-12-01,211.445,148.62,1465.85998533,2644.62003567
182,2006-12-01,203.1,145.7,1421.92997233,2447.819987
183,2009-06-01,214.79,153.013,913.366678667,1820.03332533
184,2006-12-01,203.1,145.7,1421.869995,2422.3649905
185,2006-12-01,203.1,145.7,1398.939982,2425.73665367
186,2009-11-01,217.234,154.075,1060.810018,2091.093343
187,2012-02-01,228.377,157.399,1331.51000967,2871.203288
188,2007-07-01,207.603,146.826,1544.449992,2702.376709
189,2015-03-01,235.859,168.106,2053.19661433,4871.66324867
190,2011-08-01,226.106,158.099,1171.22334833,2455.72330733
191,2009-10-01,216.509,153.445,1084.636678,2156.82999667
192,2010-03-01,217.353,153.358,1163.97998033,2384.92667633
193,2008-10-01,216.995,152.046,931.359985333,1678.319987
194,2010-04-01,217.403,153.973,1173.765015,2400.2700195
195,2012-03-01,228.894,157.287,1405.76334633,3097.296712
196,2007-01-01,203.437,146.873,1414.883301,2436.94661467
197,2006-07-01,202.9,142.3,1249.74336767,2046.84000667
198,2015-09-01,237.489,168.254,1912.2139892,4603.2620116
199,2013-09-01,233.642,162.042,1694.396688,3776.706706
200,2009-09-01,215.861,154.168,1067.516683,2130.920003
201,2008-01-01,212.174,149.404,1343.879964,2360.50333667
202,2012-11-01,231.278,161.144,1414.02001967,3004.68334933
203,2015-10-01,237.949,168.526,2017.06998667,4846.54671233
204,2008-08-01,218.69,151.822,1288.39001467,2387.20662467
205,2011-08-01,226.106,158.099,1171.22334833,2455.72330733
206,2011-01-01,221.187,156.677,1281.84334333,2706.39672833
207,2011-08-01,226.106,158.099,1152.69002267,2411.25
208,2015-12-01,238.041,171.884,2062.6400145,5047.210205
209,2013-07-01,232.749,162.398,1687.456665,3602.96337867
210,2011-04-01,224.093,155.909,1316.20336933,2762.12996433
211,2011-09-01,226.597,157.549,1179.583333,2515.356608
212,2012-01-01,227.86,159.002,1292.35664867,2715.37662767
213,2006-08-01,203.8,142.4,1268.16666667,2063.24332667
214,2009-02-01,212.705,153.583,848.893310667,1551.0
215,2013-10-01,233.799,161.667,1752.73999033,3926.46337867
216,2010-12-01,220.472,156.175,1254.3224795,2663.562561
217,2010-02-01,217.281,153.701,1104.223307,2236.12662767
218,2009-10-01,216.509,153.445,1064.84997533,2124.51334633
219,2011-09-01,226.597,157.549,1147.626709,2462.57999667
220,2011-07-01,225.395,157.391,1299.28002933,2762.47330733
221,2006-09-01,202.8,143.0,1306.733317,2187.54663067
222,2010-02-01,217.281,153.701,1104.223307,2236.12662767
223,2009-12-01,217.347,153.725,1105.954004,2202.3600098
224,2011-07-01,225.395,157.391,1299.28002933,2762.47330733
225,2015-11-01,238.302,169.546,2088.67755125,5112.237549
226,2015-10-01,237.949,168.526,2017.06998667,4846.54671233
227,2013-03-01,232.313,160.553,1553.80000833,3240.59667967
228,2015-05-01,236.876,168.981,2117.21997067,5091.533203
229,2010-01-01,217.488,153.411,1115.42667633,2254.07999667
230,2010-06-01,217.199,156.466,1090.2,2249.2040038
231,2008-12-01,211.398,152.546,868.036661667,1525.56001767
232,2006-02-01,199.4,139.0,1265.47334767,2261.57666
233,2015-04-01,236.197,168.73,2097.599935,4983.54003933
234,2010-06-01,217.199,156.466,1116.05334467,2307.62996433
235,2013-11-01,234.21,163.66,1760.49670433,3924.12337233
236,2009-05-01,213.022,149.799,892.933329333,1705.03332533
237,2015-03-01,235.859,168.106,2098.956706,5000.54329433
238,2007-09-01,208.547,146.834,1535.05668133,2717.360026
239,2011-12-01,227.223,156.006,1265.380005,2621.919922
240,2011-03-01,223.046,156.833,1269.93664567,2632.180013
241,2012-05-01,228.722,158.141,1355.319987,2934.05664067
242,2006-02-01,199.4,139.0,1285.53999833,2284.47330733
243,2010-04-01,217.403,153.973,1187.75329567,2440.67334
244,2012-12-01,231.272,161.796,1436.550008,3038.58667
245,2013-12-01,234.847,163.864,1777.67997233,4001.06331367
246,2006-05-01,201.3,140.7,1266.386678,2190.0
247,2014-07-01,237.259,166.455,1968.35998533,4410.24007133
248,2010-01-01,217.488,153.411,1141.26997867,2306.103353
249,2008-12-01,211.398,152.546,884.186665667,1538.026652
250,2007-03-01,205.288,147.279,1388.800008,2374.36661767
251,2010-02-01,217.281,153.701,1075.52665167,2152.48665367
252,2007-08-01,207.667,145.781,1421.303304,2471.64339167
253,2010-04-01,217.403,153.973,1204.816691,2500.60335267
254,2008-08-01,218.69,151.822,1281.48665367,2394.72330733
255,2011-08-01,226.106,158.099,1204.056006,2548.8100584
256,2008-12-01,211.398,152.546,898.7774965,1567.56497175
257,2006-11-01,202.0,144.5,1402.587494,2458.45001225
258,2008-12-01,211.398,152.546,884.186665667,1538.026652
259,2013-11-01,234.21,163.66,1793.993327,3960.693278
260,2006-10-01,201.9,143.8,1351.003296,2299.093343
261,2010-07-01,217.605,157.111,1069.493327,2177.106608
262,2013-07-01,232.749,162.398,1619.0849915,3447.73492425
263,2012-01-01,227.86,159.002,1278.723389,2664.14672833
264,2014-01-01,235.436,164.399,1844.32332367,4210.38330067
265,2006-06-01,201.8,142.1,1263.02331533,2152.77001967
266,2010-03-01,217.353,153.358,1163.97998033,2384.92667633
267,2011-03-01,223.046,156.833,1307.00004067,2725.92667667
268,2012-08-01,229.844,161.244,1377.103312,2932.62662767
269,2012-08-01,229.844,161.244,1405.516642,3065.61995433
270,2012-05-01,228.722,158.141,1318.778003,2852.5720214
271,2007-06-01,207.234,146.816,1501.2059816,2593.638037
272,2013-02-01,233.005,160.993,1520.2325135,3193.5149535
273,2010-07-01,217.605,157.111,1103.08667,2256.983317
274,2006-01-01,199.3,138.7,1274.82002767,2276.383301
275,2008-08-01,218.69,151.822,1288.39001467,2387.20662467
276,2014-11-01,237.261,163.637,2028.89998367,4630.573405
277,2009-08-01,215.445,155.574,1007.543335,1997.86332233
278,2007-04-01,205.904,148.053,1446.50667333,2477.19002267
279,2014-03-01,235.897,164.024,1866.43335,4301.22672533
280,2012-12-01,231.272,161.796,1421.52998867,2996.22330733
281,2011-09-01,226.597,157.549,1144.250041,2492.363281
282,2014-09-01,237.51,164.893,1992.89331033,4581.97672567
283,2013-09-01,233.642,162.042,1694.396688,3776.706706
284,2011-08-01,226.106,158.099,1171.22334833,2455.72330733
285,2015-06-01,237.423,168.494,2110.55664033,5104.94335933
286,2008-12-01,211.398,152.546,884.186665667,1538.026652
287,2014-10-01,237.651,164.23,1934.40999367,4374.389974
288,2009-05-01,213.022,149.799,906.343343333,1752.39998367
289,2007-09-01,208.547,146.834,1479.92000333,2598.43668633
290,2011-09-01,226.597,157.549,1147.626709,2462.57999667
291,2012-09-01,230.987,160.907,1460.48669433,3179.51334633
292,2011-09-01,226.597,157.549,1204.60001633,2600.643392
293,2010-11-01,219.59,155.761,1214.95666533,2565.53002933
294,2014-11-01,237.261,163.637,2039.13330067,4681.27343767
295,2009-03-01,212.495,153.608,782.309977333,1477.32332367
296,2012-02-01,228.377,157.399,1331.51000967,2871.203288
297,2008-09-01,218.877,152.102,1202.77335633,2175.196696
298,2011-02-01,221.898,156.882,1323.96667467,2796.31998667
299,2009-12-01,217.347,153.725,1101.569987,2188.30004867
300,2010-09-01,218.275,156.636,1125.10664867,2306.726725
301,2010-08-01,217.923,157.372,1084.10998533,2190.79329433
302,2014-07-01,237.259,166.455,1973.4024655,4452.6225585
303,2010-06-01,217.199,156.466,1039.2939818,2131.643994
304,2010-01-01,217.488,153.411,1085.300008,2182.58667
305,2012-10-01,231.655,162.113,1411.21997067,2985.256673
306,2013-08-01,233.249,162.856,1693.27001933,3661.080078
307,2006-10-01,201.9,143.8,1351.003296,2299.093343
308,2007-11-01,210.834,148.806,1432.6099855,2587.2349855
309,2013-11-01,234.21,163.66,1760.49670433,3924.12337233
310,2014-02-01,235.621,163.979,1829.23999033,4228.65999367
311,2006-01-01,199.3,138.7,1274.82002767,2276.383301
312,2012-09-01,230.987,160.907,1460.48669433,3179.51334633
313,2015-06-01,237.423,168.494,2104.8140624,5077.2520508
314,2014-09-01,237.51,164.893,1982.380005,4511.38671867
315,2006-12-01,203.1,145.7,1421.92997233,2447.819987
316,2013-02-01,233.005,160.993,1520.5,3195.856608
317,2007-06-01,207.234,146.816,1512.52998867,2601.959961
318,2015-09-01,237.489,168.254,1981.180013,4870.14013633
319,2012-02-01,228.377,157.399,1331.51000967,2871.203288
320,2009-12-01,217.347,153.725,1105.04667133,2184.17334
321,2008-09-01,218.877,152.102,1251.37333167,2282.88330067
322,2011-01-01,221.187,156.677,1287.65332033,2742.64005533
323,2011-05-01,224.806,157.739,1342.83333333,2845.52335633
324,2013-04-01,231.856,159.256,1555.64998333,3215.813395
325,2015-04-01,236.197,168.73,2091.71329767,4973.786621
326,2014-12-01,236.464,164.586,2021.26664233,4681.926758
327,2010-08-01,217.923,157.372,1084.10998533,2190.79329433
328,2012-08-01,229.844,161.244,1413.066691,3056.63663767
329,2008-10-01,216.995,152.046,931.359985333,1678.319987
330,2009-09-01,215.861,154.168,1004.79667133,1989.68330867
331,2006-09-01,202.8,143.0,1337.106649,2263.946615
332,2006-03-01,199.7,139.6,1277.37333167,2259.73999033
333,2010-11-01,219.59,155.761,1214.95666533,2565.53002933
334,2009-09-01,215.861,154.168,1052.01000967,2109.983317
335,2015-08-01,237.703,168.727,2086.99007167,5079.973307
336,2007-06-01,207.234,146.816,1523.85001633,2602.80997733
337,2009-11-01,217.234,154.075,1093.07666,2161.26660167
338,2013-05-01,231.895,160.51,1651.81998733,3460.61995467
339,2015-04-01,236.197,168.73,2063.324951,4883.5849605
340,2009-04-01,212.709,149.305,829.320007333,1592.03332533
341,2010-11-01,219.59,155.761,1191.5799865,2526.16253675
342,2011-04-01,224.093,155.909,1359.91666633,2871.983317
343,2014-06-01,237.016,165.117,1939.259969,4289.756673
344,2010-08-01,217.923,157.372,1124.896688,2295.033366
345,2013-10-01,233.799,161.667,1733.06335433,3872.286621
346,2015-02-01,235.415,166.217,2084.66666633,4850.87662767
347,2010-12-01,220.472,156.175,1233.893351,2621.123291
348,2013-04-01,231.856,159.256,1549.62333167,3192.36336267
349,2006-02-01,199.4,139.0,1265.47334767,2261.57666
350,2009-08-01,215.445,155.574,1029.343343,2026.97668467
351,2011-08-01,226.106,158.099,1157.40336133,2460.569987
352,2006-03-01,199.7,139.6,1305.199992,2305.96004233
353,2009-02-01,212.705,153.583,779.136657667,1450.673299
354,2008-09-01,218.877,152.102,1202.77335633,2175.196696
355,2012-04-01,229.286,157.378,1398.00996867,3049.81331367
356,2006-10-01,201.9,143.8,1367.11999533,2340.129964
357,2006-10-01,201.9,143.8,1367.11999533,2340.129964
358,2012-11-01,231.278,161.144,1417.983317,2993.139974
359,2010-08-01,217.923,157.372,1124.896688,2295.033366
360,2006-11-01,202.0,144.5,1366.483358,2333.05338567
361,2006-09-01,202.8,143.0,1319.33003733,2236.523275
362,2008-08-01,218.69,151.822,1292.319987,2444.93668633
363,2008-02-01,212.687,149.38,1331.550008,2292.21004233
364,2011-10-01,226.75,157.065,1211.82999667,2630.94002267
365,2010-11-01,219.59,155.761,1214.95666533,2565.53002933
366,2008-04-01,213.942,149.302,1373.53332533,2364.970052
367,2006-11-01,202.0,144.5,1402.587494,2458.45001225
368,2008-11-01,213.153,152.615,873.279999,1501.1049805
369,2012-10-01,231.655,162.113,1457.773356,3140.293294
370,2007-01-01,203.437,146.873,1414.883301,2436.94661467
371,2009-02-01,212.705,153.583,831.923339667,1535.52331533
372,2011-01-01,221.187,156.677,1281.84334333,2706.39672833
373,2011-07-01,225.395,157.391,1338.22001167,2835.82999667
374,2011-08-01,226.106,158.099,1152.69002267,2411.25
375,2010-02-01,217.281,153.701,1075.52665167,2152.48665367
376,2008-12-01,211.398,152.546,864.009989333,1482.41670767
377,2013-11-01,234.21,163.66,1793.993327,3960.693278
378,2009-07-01,214.726,153.606,983.126668,1976.853353
379,2012-10-01,231.655,162.113,1411.21997067,2985.256673
380,2010-04-01,217.403,153.973,1194.94331833,2481.613281
381,2014-10-01,237.651,164.23,1870.67000333,4230.38330067
382,2015-05-01,236.876,168.981,2114.10335267,5026.926595
383,2011-07-01,225.395,157.391,1299.28002933,2762.47330733
384,2009-07-01,214.726,153.606,969.873331667,1955.313314
385,2014-12-01,236.464,164.586,2084.273275,4781.91666667
386,2010-06-01,217.199,156.466,1078.04329433,2207.05338567
387,2013-01-01,231.641,161.916,1468.396688,3117.73331733
388,2009-10-01,216.509,153.445,1048.309977,2067.42338033
389,2013-08-01,233.249,162.856,1635.36665867,3601.17342133
390,2015-03-01,235.859,168.106,2059.406657,4877.033366
391,2010-06-01,217.199,156.466,1088.69665533,2267.756673
392,2008-06-01,217.463,149.658,1332.85668967,2432.620036
393,2007-02-01,204.226,146.788,1455.88338233,2493.93001333
394,2012-02-01,228.377,157.399,1354.16666633,2942.486735
395,2008-09-01,218.877,152.102,1205.993327,2190.61669933
396,2009-08-01,215.445,155.574,1003.426656,1988.82002767
397,2013-03-01,232.313,160.553,1565.269979,3258.84000667
398,2011-12-01,227.223,156.006,1241.9399904,2584.5859376
399,2014-08-01,237.163,165.932,1952.320028,4450.68668633
400,2011-08-01,226.106,158.099,1157.40336133,2460.569987
401,2014-03-01,235.897,164.024,1866.43335,4301.22672533
402,2014-05-01,236.803,164.717,1879.07999667,4086.83667
403,2010-09-01,218.275,156.636,1091.63334167,2203.533366
404,2007-12-01,211.445,148.62,1499.00333667,2693.850016
405,2007-10-01,209.19,148.219,1527.31665033,2772.37996433
406,2014-10-01,237.651,164.23,1953.410034,4442.63671867
407,2010-02-01,217.281,153.701,1105.14335133,2237.290039
408,2009-08-01,215.445,155.574,1007.543335,1997.86332233
409,2006-11-01,202.0,144.5,1381.64998367,2383.55664067
410,2015-10-01,237.949,168.526,2017.06998667,4846.54671233
411,2007-06-01,207.234,146.816,1532.396647,2603.67667667
412,2014-03-01,235.897,164.024,1876.29337567,4348.77343767
413,2015-08-01,237.703,168.727,2028.74336733,4867.52669267
414,2008-12-01,211.398,152.546,884.186665667,1538.026652
415,2009-12-01,217.347,153.725,1102.57666033,2199.54996733
416,2013-10-01,233.799,161.667,1687.67667633,3799.03670267
417,2013-05-01,231.895,160.51,1631.01997867,3419.67334
418,2011-01-01,221.187,156.677,1287.65332033,2742.64005533
419,2015-09-01,237.489,168.254,1934.113322,4724.57340467
420,2011-06-01,224.806,157.685,1268.18668633,2623.879964
421,2010-03-01,217.353,153.358,1148.61332167,2365.02327467
422,2012-01-01,227.86,159.002,1320.27335633,2813.38004567
423,2006-09-01,202.8,143.0,1318.00333633,2230.66333
424,2007-04-01,205.904,148.053,1441.5650025,2465.0150145
425,2010-06-01,217.199,156.466,1080.82999667,2231.70996067
426,2013-07-01,232.749,162.398,1669.276652,3566.38004567
427,2006-10-01,201.9,143.8,1359.466634,2337.24666367
428,2013-12-01,234.847,163.864,1836.182495,4157.022461
429,2012-11-01,231.278,161.144,1393.72003175,2931.53753675
430,2010-09-01,218.275,156.636,1135.92667633,2347.61669933
431,2010-12-01,220.472,156.175,1257.1550295,2666.435059
432,2015-03-01,235.859,168.106,2098.956706,5000.54329433
433,2009-08-01,215.445,155.574,1029.343343,2026.97668467
434,2011-02-01,221.898,156.882,1311.12666833,2747.31331367
435,2008-08-01,218.69,151.822,1281.48665367,2394.72330733
436,2008-07-01,219.016,150.413,1272.3325195,2273.69744875
437,2009-06-01,214.79,153.013,938.103353,1841.78670267
438,2011-05-01,224.806,157.739,1323.38497925,2771.829956
439,2013-05-01,231.895,160.51,1656.154999,3470.99499525
440,2011-04-01,224.093,155.909,1332.40669767,2792.12662767
441,2013-01-01,231.641,161.916,1497.52998867,3144.58658867
442,2008-06-01,217.463,149.658,1345.13000467,2417.620036
443,2006-11-01,202.0,144.5,1399.17663567,2445.89005533
444,2010-03-01,217.353,153.358,1148.61332167,2365.02327467
445,2008-04-01,213.942,149.302,1388.863322,2419.01993833
446,2011-11-01,227.169,155.496,1250.76000933,2674.699951
447,2007-07-01,207.603,146.826,1532.1859864,2673.9399902
448,2009-07-01,214.726,153.606,924.1380006,1845.4959958
449,2014-04-01,236.495,165.024,1863.5800175,4090.875
450,2012-01-01,227.86,159.002,1312.64001467,2781.57999667
451,2015-12-01,238.041,171.884,2037.40665667,5000.503418
452,2014-04-01,236.495,165.024,1850.1875,4059.64996325
453,2010-06-01,217.199,156.466,1088.69665533,2267.756673
454,2008-07-01,219.016,150.413,1245.85664867,2243.940023
455,2011-08-01,226.106,158.099,1152.8400148,2444.3839844
456,2013-12-01,234.847,163.864,1801.221997,4057.2280276
457,2014-07-01,237.259,166.455,1984.44331867,4465.12337233
458,2014-01-01,235.436,164.399,1839.32999667,4165.48990867
459,2010-10-01,219.035,156.014,1176.03332533,2448.459961
460,2011-05-01,224.806,157.739,1342.83333333,2845.52335633
