,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
1192,PG,Universal,2006-01-27,Family,25000000,98,Nanny McPhee (2006),Nanny McPhee,61755200,27,1,1,0,2006
1193,PG,Universal,2010-08-20,Family,35000000,100,Nanny McPhee Returns (2010),Nanny McPhee Returns,31310200,20,8,3,0,2010
1194,PG,Fox Searchlight,2004-06-11,Comedy,400000,86,Napoleon Dynamite (2004),Napoleon Dynamite,61532100,11,6,2,1,2004
1195,PG,Buena Vista,2005-12-09,Fantasy,180000000,132,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (2005)","The Chronicles of Narnia:The Lion, the Witch and the Wardrobe",387611900,9,12,4,0,2005
1196,PG,Buena Vista,2008-05-16,Fantasy,225000000,140,The Chronicles of Narnia: Prince Caspian (2008),The Chronicles of Narnia:Prince Caspian,169235700,16,5,2,0,2008
1197,PG,Fox,2010-12-10,Fantasy,155000000,112,The Chronicles of Narnia: The Voyage of the Dawn Treader (2010),The Chronicles of Narnia:The Voyage of the Dawn Treader,111815200,10,12,4,0,2010
1198,PG,Buena Vista,2004-11-19,Adventure,100000000,131,National Treasure (2004),National Treasure,237947700,19,11,4,0,2004
1199,PG,New Line,2006-12-01,Period Drama,35000000,100,The Nativity Story (2006),The Nativity Story,49112500,1,12,4,0,2006
1200,R,Paramount,2013-11-15,Comedy / Drama,12000000,110,Nebraska (2013),Nebraska,18779600,15,11,4,1,2013
1201,PG-13,Buena Vista,2014-03-14,Action,66000000,130,Need for Speed (2014),Need for Speed,46485500,14,3,1,0,2014
1202,R,Fox,2012-07-27,Comedy,68000000,102,The Watch (2012),The Watch,37355800,27,7,3,0,2012
1203,R,Universal,2015-12-18,Comedy,30000000,118,Sisters (2015),Sisters,86367100,18,12,4,1,2015
1204,PG-13,Summit Entertainment,2008-03-14,Action Drama,20000000,110,Never Back Down (2008),Never Back Down,29696500,14,3,1,0,2008
1205,R,Fox Searchlight,2010-09-15,Drama / Thriller,15000000,104,Never Let Me Go (2010),Never Let Me Go,2630300,15,9,3,1,2010
1206,PG-13,Sony (Revolution),2002-05-10,Comedy,13000000,100,The New Guy (2002),The New Guy,43948700,10,5,2,0,2002
1207,R,Warner Bros. (New Line),2015-07-29,Comedy,31000000,99,Vacation (2015),Vacation,61208200,29,7,3,0,2015
1208,R,Warner Bros.,2015-07-10,Horror,100000,81,The Gallows (2015),The Gallows,23675000,10,7,3,0,2015
1209,PG-13,Summit Entertainment,2009-11-20,Romance,50000000,130,The Twilight Saga: New Moon (2009),The Twilight Saga:New Moon,333848500,20,11,4,0,2009
1210,R,Trillion,2003-05-02,Unknown,1000000,92,New Suit (2003),New Suit,102100,2,5,2,0,2003
1211,PG-13,New Line,2005-12-25,Period Drama,30000000,150,The New World (2005),The New World,16654700,25,12,4,0,2005
1212,PG-13,Warner Bros. (New Line),2011-12-09,Romantic Comedy,56000000,117,New Year's Eve (2011),New Year's Eve,59583900,9,12,4,0,2011
1213,PG,Warner Bros.,2004-05-07,Family Comedy,30000000,86,New York Minute (2004),New York Minute,19441700,7,5,2,0,2004
1214,PG-13,Paramount,2000-03-03,Drama,25000000,108,The Next Best Thing (2000),The Next Best Thing,23839800,3,3,1,0,2000
1215,R,New Line,2000-01-12,Comedy,11000000,98,Next Friday (2000),Next Friday,91257800,12,1,1,0,2000
1216,PG-13,Lionsgate,2010-11-19,Action Thriller,30000000,122,The Next Three Days (2010),The Next Three Days,22654800,19,11,4,0,2010
1217,PG-13,Sony / Columbia,2008-10-03,Drama,10000000,90,Nick and Norah's Infinite Playlist (2008),Nick and Norah's Infinite Playlist,37626900,3,10,4,0,2008
1218,PG,Fox,2009-05-22,Family Adventure,150000000,105,Night at the Museum: Battle of the Smithsonian (2009),Night at the Museum:Battle of the Smithsonian,203849600,22,5,2,0,2009
1219,PG,Fox,2014-12-19,Family Adventure,127000000,97,Night at the Museum: Secret of the Tomb (2014),Night at the Museum:Secret of the Tomb,119358900,19,12,4,1,2014
1220,R,Warner Bros. (New Line),2010-04-30,Horror,35000000,90,A Nightmare on Elm Street (2010) (2010),A Nightmare on Elm Street (2010),68073400,30,4,2,0,2010
1221,PG,Fox,2008-04-04,Family Adventure,37000000,95,Nim's Island (2008),Nim's Island,57367400,4,4,2,0,2008
1222,PG-13,Weinstein Company,2009-12-18,Drama,80000000,110,Nine (2009),Nine,21711000,18,12,4,1,2009
1223,R,Artisan,2000-03-10,Horror,38000000,133,The Ninth Gate (2000),The Ninth Gate,29705800,10,3,1,0,2000
1224,R,Warner Bros.,2009-11-25,Action,40000000,99,Ninja Assassin (2009),Ninja Assassin,42942700,25,11,4,0,2009
1225,PG-13,Paramount,2014-03-28,Drama,125000000,138,Noah (2014),Noah,104237300,28,3,1,0,2014
1226,R,MAC Releasing,2003-09-12,Unknown,12000000,97,No Good Deed (2003),No Good Deed,258400,12,9,3,0,2003
1227,PG-13,Universal,2014-02-28,Thriller,50000000,110,Non-Stop (2014),Non-Stop,98816700,28,2,1,0,2014
1228,PG-13,Paramount (DreamWorks),2007-02-09,Romantic Comedy,60000000,110,Norbit (2007),Norbit,119313900,9,2,1,0,2007
1229,R,Warner Bros.,2005-10-21,Drama,35000000,126,North Country (2005),North Country,24542100,21,10,4,0,2005
1230,R,Sony / Columbia,2001-12-14,Comedy,15000000,89,Not Another Teen Movie (2001),Not Another Teen Movie,57502000,14,12,4,0,2001
1231,PG-13,Sony / Screen Gems,2009-01-09,Drama,5000000,99,Not Easily Broken (2009),Not Easily Broken,12634300,9,1,1,0,2009
1232,PG-13,New Line,2004-06-25,Romance,29000000,124,The Notebook (2004),The Notebook,111915500,25,6,2,0,2004
1233,R,Fox Searchlight,2009-01-16,Music Drama,20000000,122,Notorious (2009) (2009),Notorious (2009),44027700,16,1,1,0,2009
1234,PG-13,Universal,2010-05-14,Period Adventure,200000000,148,Robin Hood (2010),Robin Hood,113611900,14,5,2,0,2010
1235,PG-13,Universal,1999-05-28,Romantic Comedy,42000000,124,Notting Hill (1999),Notting Hill,196072700,28,5,2,0,1999
1236,PG-13,Fox,2011-10-28,Sci-Fi Thriller,40000000,109,In Time (2011),In Time,41107000,28,10,4,0,2011
1237,PG-13,Lionsgate/Summit,2013-05-31,Thriller,75000000,116,Now You See Me (2013),Now You See Me,120533600,31,5,2,0,2013
1238,R,New Line,2007-02-23,Thriller,30000000,95,The Number 23 (2007),The Number 23,43889200,23,2,1,0,2007
1239,R,USA Films,2000-09-08,Comedy,35000000,110,Nurse Betty (2000),Nurse Betty,40066600,8,9,3,0,2000
1240,PG,Freestyle Releasing,2010-11-24,Fantasy,90000000,108,The Nutcracker in 3D (2010),The Nutcracker in 3D,209400,24,11,4,0,2010
1241,PG,Open Road Films,2014-01-17,Animation,42000000,86,The Nut Job (2014),The Nut Job,69186300,17,1,1,0,2014
1242,PG-13,Universal,1996-06-28,Comedy,54000000,103,The Nutty Professor (1996) (1996),The Nutty Professor (1996),250050700,28,6,2,0,1996
1243,PG-13,Universal,2000-07-28,Comedy,84000000,106,The Nutty Professor II: The Klumps (2000),The Nutty Professor II:The Klumps,196288300,28,7,3,0,2000
1244,PG-13,Universal,2013-04-19,Sci-Fi Adventure,120000000,125,Oblivion (2013),Oblivion,91233900,19,4,2,0,2013
1245,R,Warner Bros.,2009-04-10,Comedy,18000000,106,Observe and Report (2009),Observe and Report,28688400,10,4,2,0,2009
1246,PG-13,Sony / Screen Gems,2009-04-24,Thriller,20000000,105,Obsessed (2009),Obsessed,81571700,24,4,2,0,2009
1247,G,Buena Vista,2010-04-22,Documentary,80000000,103,Oceans (2010),Oceans,20961400,22,4,2,0,2010
1248,PG-13,Warner Bros.,2001-12-07,Crime Comedy,85000000,116,Ocean's Eleven (2001),Ocean's Eleven,275201300,7,12,4,0,2001
1249,PG-13,Warner Bros.,2004-12-10,Crime Comedy,110000000,124,Ocean's Twelve (2004),Ocean's Twelve,172251500,10,12,4,0,2004
1250,R,Relativity,2014-04-11,Horror,5000000,105,Oculus (2014),Oculus,28526400,11,4,2,0,2014
1251,PG,Fox,2012-10-26,Sports Drama,20000000,111,Chasing Mavericks (2012),Chasing Mavericks,6399200,26,10,4,0,2012
1252,R,FilmDistrict,2013-11-27,Thriller,30000000,120,Oldboy (2013) (2013),Oldboy (2013),2254600,27,11,4,0,2013
1253,PG,Buena Vista,2009-11-25,Family Comedy,35000000,88,Old Dogs (2009),Old Dogs,55657600,25,11,4,0,2009
1254,R,DreamWorks,2003-02-21,Comedy,24000000,91,Old School (2003),Old School,107548900,21,2,1,0,2003
1255,PG-13,Sony / Columbia,2005-09-23,Period Drama,60000000,130,Oliver Twist (2005),Oliver Twist,2784600,23,9,3,1,2005
1256,R,FilmDistrict,2013-03-22,Thriller,70000000,120,Olympus Has Fallen (2013),Olympus Has Fallen,103598300,22,3,1,0,2013
1257,PG-13,Providence,1999-10-15,Action / Adventure,8000000,100,The Omega Code (1999),The Omega Code,21269500,15,10,4,0,1999
1258,R,Fox,2006-06-06,Horror,25000000,105,The Omen (2006) (2006),The Omen (2006),71531500,6,6,2,0,2006
1259,R,Fox Searchlight,2007-05-16,Music Drama,150000,85,Once (2007),Once,11772500,16,5,2,1,2007
1260,R,Sony / Columbia,2003-09-12,Action,29000000,97,Once Upon a Time in Mexico (2003),Once Upon a Time in Mexico,80193500,12,9,3,0,2003
1261,PG-13,Focus Features,2011-08-19,Romance,15000000,107,One Day (2011),One Day,14736900,19,8,3,0,2011
1262,PG,TriStar,2013-08-30,Concert,10000000,92,One Direction: This is Us (2013),One Direction:This is Us,31585600,30,8,3,0,2013
1263,PG-13,Lionsgate,2012-01-27,Action Comedy,40000000,91,One For the Money (2012),One For the Money,28613600,27,1,1,0,2012
1264,R,Fox Searchlight,2002-08-21,Thriller,12000000,95,One Hour Photo (2002),One Hour Photo,46660500,21,8,3,1,2002
1265,PG-13,Warner Bros.,2008-01-04,Horror,20000000,87,One Missed Call (2008),One Missed Call,32133200,4,1,1,0,2008
1266,R,USA Films,2001-04-27,Crime Comedy,18000000,93,One Night at McCool's (2001),One Night at McCool's,9536000,27,4,2,0,2001
1267,PG,8X Entertainment,2006-10-13,Period Drama,20000000,123,One Night with the King (2006),One Night with the King,17547700,13,10,4,0,2006
1268,PG-13,Paramount,2012-12-21,Crime Drama,60000000,130,Jack Reacher (2012),Jack Reacher,86073600,21,12,4,0,2012
1269,G,Kenn Viselman Presents,2012-08-29,Family,20000000,83,Oogieloves In The BIG Balloon Adventure (2012),Oogieloves In The BIG Balloon Adventure,1126300,29,8,3,0,2012
1270,R,Buena Vista,2003-08-15,Western,22000000,139,Open Range (2003),Open Range,82998700,15,8,3,0,2003
1271,PG,Sony / Columbia,2006-09-29,Animation,85000000,100,Open Season (2006),Open Season,111481400,29,9,3,0,2006
1272,R,Lions Gate,2004-08-06,Horror,500000,79,Open Water (2004),Open Water,42293300,6,8,3,1,2004
1273,R,Paramount,2000-08-18,Concert,13000000,115,The Original Kings of Comedy (2000),The Original Kings of Comedy,60780800,18,8,3,0,2000
1274,PG-13,United Artists,2004-02-06,Foreign,46000,82,Osama (2004),Osama,1755900,6,2,1,1,2004
1275,PG-13,Sony / Columbia,2008-02-29,Period Drama,35000000,114,The Other Boleyn Girl (2008),The Other Boleyn Girl,32043500,29,2,1,0,2008
1276,PG-13,Miramax,2001-08-10,Period Horror,17000000,101,The Others (2001),The Others,146318800,10,8,3,0,2001
1277,PG-13,Fox,2014-04-25,Comedy,40000000,109,The Other Woman (2014) (2014),The Other Woman (2014),86450900,25,4,2,0,2014
1278,PG-13,Universal,2014-10-24,Horror,5000000,89,Ouija (2014),Ouija,52571600,24,10,4,0,2014
1279,R,Warner Bros.,2015-10-30,Comedy / Drama,28000000,108,Our Brand Is Crisis (2015) (2015),Our Brand Is Crisis (2015),6905700,30,10,4,0,2015
1280,R,Weinstein Company,2011-08-26,Comedy,5000000,90,Our Idiot Brother (2011),Our Idiot Brother,26816400,26,8,3,0,2011
1281,PG-13,Buena Vista,2001-11-21,Comedy,24000000,89,Out Cold (2001),Out Cold,21066000,21,11,4,0,2001
1282,Unrated,Cinema Libre,2004-08-06,Documentary,200000,77,Outfoxed: Rupert Murdoch's War on Journalism (2004),Outfoxed:Rupert Murdoch's War on Journalism,637700,6,8,3,0,2004
1283,R,Third Rail Releasing,2009-01-23,Sci-Fi Adventure,50000000,115,Outlander (2009),Outlander,198400,23,1,1,0,2009
1284,R,Relativity,2013-12-04,Thriller,22000000,106,Out of the Furnace (2013),Out of the Furnace,11655600,4,12,4,0,2013
1285,PG-13,MGM,2003-10-03,Crime Thriller,50000000,105,Out of Time (2003),Out of Time,58462400,3,10,4,0,2003
1286,R,Miramax,1999-09-01,Comedy,7000000,96,Outside Providence (1999),Outside Providence,12333800,1,9,3,0,1999
1287,R,Sony Classics,2003-05-02,Crime Drama,10000000,107,Owning Mahowny (2003),Owning Mahowny,1439800,2,5,2,0,2003
1288,PG,Buena Vista,2013-03-08,Adventure,215000000,127,Oz The Great and Powerful (2013),Oz The Great and Powerful,251109800,8,3,1,0,2013
1289,PG-13,Warner Bros.,2013-07-12,Sci-Fi Action,190000000,131,Pacific Rim (2013),Pacific Rim,111392400,12,7,3,0,2013
1290,PG,Buena Vista,2005-03-04,Family Comedy,56000000,91,The Pacifier (2005),The Pacifier,151370600,4,3,1,0,2005
1291,PG,Weinstein / Dimension,2015-01-16,Family,55000000,95,Paddington (2015),Paddington,80488800,16,1,1,0,2015
1292,R,Paramount,2013-04-26,Action,26000000,129,Pain and Gain (2013),Pain and Gain,51065700,26,4,2,0,2013
1293,PG,Warner Bros.,2015-10-09,Fantasy,150000000,111,Pan (2015),Pan,34604300,9,10,4,0,2015
1294,R,Overture Films,2009-09-25,Sci-Fi Horror,33000000,108,Pandorum (2009),Pandorum,11647700,25,9,3,0,2009
1295,R,Sony / Columbia,2002-03-29,Thriller,48000000,112,Panic Room (2002),Panic Room,142356100,29,3,1,0,2002
1296,R,Picturehouse,2006-12-29,Foreign / Horror,19000000,112,Pan's Labyrinth (2006),Pan's Labyrinth,46933900,29,12,4,1,2006
1297,PG-13,Fox,2015-07-24,Drama,12000000,109,Paper Towns (2015),Paper Towns,33276400,24,7,3,0,2015
1298,PG-13,Warner Independent,2005-10-28,Foreign,2000000,90,Paradise Now (2005),Paradise Now,1938800,28,10,4,1,2005
1299,PG-13,Relativity,2013-08-16,Thriller,35000000,115,Paranoia (2013),Paranoia,8080200,16,8,3,0,2013
1300,R,Paramount,2009-09-25,Horror,15000,99,Paranormal Activity (2009),Paranormal Activity,121668500,25,9,3,1,2009
1301,R,Paramount,2010-10-22,Horror,3000000,91,Paranormal Activity 2 (2010),Paranormal Activity 2,90784000,22,10,4,0,2010
1302,R,Paramount,2015-10-23,Horror,10000000,95,Paranormal Activity: The Ghost Dimension (2015),Paranormal Activity:The Ghost Dimension,18047700,23,10,4,0,2015
1303,R,Paramount,2011-10-21,Horror,5000000,81,Paranormal Activity 3 (2011),Paranormal Activity 3,113992100,21,10,4,0,2011
1304,R,Paramount,2012-10-19,Horror,5000000,95,Paranormal Activity 4 (2012),Paranormal Activity 4,57449600,19,10,4,0,2012
1305,R,Paramount,2014-01-03,Horror,5000000,84,Paranormal Activity: The Marked Ones (2014),Paranormal Activity:The Marked Ones,34990900,3,1,1,0,2014
1306,PG,Focus Features,2012-08-17,Animation,60000000,93,ParaNorman (2012),ParaNorman,61656600,17,8,3,0,2012
1307,PG,Fox,2012-12-25,Comedy,25000000,104,Parental Guidance (2012),Parental Guidance,83251100,25,12,4,0,2012
1308,R,FilmDistrict,2013-01-25,Action / Crime,35000000,118,Parker (2013),Parker,19035500,25,1,1,0,2013
1309,PG-13,Universal,1998-12-25,Comedy / Drama,90000000,115,Patch Adams (1998),Patch Adams,234580200,25,12,4,0,1998
1310,R,Fox,2007-04-13,Period Adventure,45000000,88,Pathfinder: Legend of the Ghost Warrior (2007),Pathfinder:Legend of the Ghost Warrior,12760400,13,4,2,0,2007
1311,R,Sony / Columbia,2000-06-28,War,110000000,164,The Patriot (2000),The Patriot,180403400,28,6,2,0,2000
1312,R,Universal,2011-03-18,Sci-Fi Comedy,40000000,100,Paul (2011),Paul,40840100,18,3,1,0,2011
1313,PG,Sony / Columbia,2015-04-17,Comedy,30000000,94,Paul Blart: Mall Cop 2 (2015),Paul Blart:Mall Cop 2,70969200,17,4,2,0,2015
1314,PG,DreamWorks,1998-04-17,Family,23000000,92,Paulie (1998),Paulie,49166300,17,4,2,0,1998
1315,PG-13,Paramount,2003-12-25,Sci-Fi Action,60000000,119,Paycheck (2003),Paycheck,74531700,25,12,4,0,2003
1316,R,DreamWorks,1997-09-26,Action Thriller,50000000,124,The Peacemaker (1997),The Peacemaker,77129000,26,9,3,0,1997
1317,G,Fox,2015-11-06,Animation,99000000,93,The Peanuts Movie (2015),The Peanuts Movie,128409700,6,11,4,0,2015
1318,PG-13,Buena Vista,2001-05-25,War,140000000,183,Pearl Harbor (2001),Pearl Harbor,300970900,25,5,2,0,2001
1319,PG,Fox,2014-11-26,Animation,132000000,92,Penguins of Madagascar (2014),Penguins of Madagascar,86511800,26,11,4,0,2014
1320,PG-13,Buena Vista,2012-06-29,Drama,16000000,115,People Like Us (2012),People Like Us,13713400,29,6,2,0,2012
1321,PG,Fox,2010-02-12,Fantasy,95000000,120,Percy Jackson & The Olympians: The Lightning Thief (2010),Percy Jackson & The Olympians:The Lightning Thief,95802800,12,2,1,0,2010
1322,PG,Fox,2013-08-07,Fantasy,90000000,106,Percy Jackson: Sea of Monsters (2013),Percy Jackson:Sea of Monsters,74770400,7,8,3,0,2013
1323,R,Universal,2009-08-07,Thriller,14000000,97,A Perfect Getaway (2009),A Perfect Getaway,17844900,7,8,3,0,2009
1324,PG-13,Sony / Screen Gems,2015-09-11,Thriller,12000000,100,The Perfect Guy (2015),The Perfect Guy,58614300,11,9,3,0,2015
1325,PG,Universal,2005-06-17,Romantic Comedy,10000000,96,The Perfect Man (2005),The Perfect Man,22132700,17,6,2,0,2005
1326,PG-13,Warner Bros.,2000-06-30,Action Drama,140000000,129,The Perfect Storm (2000),The Perfect Storm,290698700,30,6,2,0,2000
1327,R,Paramount (DreamWorks),2006-12-27,Thriller,60000000,147,Perfume - The Story of a Murderer (2006),Perfume - The Story of a Murderer,2773900,27,12,4,1,2006
1328,PG,Universal,2003-12-25,Family Adventure,100000000,113,Peter Pan (2003),Peter Pan,67101900,25,12,4,0,2003
1329,PG-13,Warner Bros.,2004-12-22,Musical,70000000,143,The Phantom of the Opera (2004),The Phantom of the Opera,69117200,22,12,4,0,2004
1330,PG-13,Fox Searchlight,2006-04-07,Comedy,3000000,99,Phat Girlz (2006),Phat Girlz,9249500,7,4,2,0,2006
1331,PG-13,Weinstein Company,2013-11-22,Drama,12000000,95,Philomena (2013),Philomena,39884800,22,11,4,1,2013
1332,R,Fox,2003-04-04,Thriller,13000000,81,Phone Booth (2003),Phone Booth,66258400,4,4,2,0,2003
1333,R,Focus Features,2002-12-25,War Drama,35000000,148,The Pianist (2002),The Pianist,46348800,25,12,4,1,2002
1334,PG-13,United Artists,2003-10-17,Comedy / Drama,300000,80,Pieces of April (2003),Pieces of April,3590300,17,10,4,1,2003
1335,R,Sony / Columbia,2008-08-06,Action Comedy,27000000,105,Pineapple Express (2008),Pineapple Express,104371700,6,8,3,0,2008
1336,PG,Sony / Columbia,2006-02-10,Comedy,80000000,92,The Pink Panther (2006) (2006),The Pink Panther (2006),107710400,10,2,1,0,2006
1337,PG,Sony / Columbia,2009-02-06,Action Comedy,70000000,92,The Pink Panther 2 (2009),The Pink Panther 2,41316200,6,2,1,0,2009
1338,R,Weinstein / Dimension,2010-08-20,Horror,24000000,89,Piranha 3D (2010),Piranha 3D,26984500,20,8,3,0,2010
1339,PG,Sony / Columbia,2012-04-27,Animation,55000000,88,The Pirates! Band of Misfits (2012),The Pirates! Band of Misfits,32890800,27,4,2,0,2012
1340,PG-13,Buena Vista,2003-07-09,Period Adventure,140000000,135,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Pirates of the Caribbean:The Curse of the Black Pearl,434567500,9,7,3,0,2003
1341,PG-13,Buena Vista,2006-07-07,Period Adventure,225000000,151,Pirates of the Caribbean: Dead Man's Chest (2006),Pirates of the Caribbean:Dead Man's Chest,554511400,7,7,3,0,2006
1342,PG-13,Buena Vista,2007-05-25,Period Adventure,300000000,168,Pirates of the Caribbean: At World's End (2007),Pirates of the Caribbean:At World's End,385876100,25,5,2,0,2007
1343,PG-13,Buena Vista,2011-05-20,Period Adventure,250000000,137,Pirates of the Caribbean: On Stranger Tides (2011),Pirates of the Caribbean:On Stranger Tides,256778000,20,5,2,0,2011
1344,R,USA Films,2000-02-18,Sci-Fi Horror,23000000,109,Pitch Black (2000),Pitch Black,62464700,18,2,1,0,2000
1345,PG-13,Universal,2012-09-28,Comedy,17000000,112,Pitch Perfect (2012),Pitch Perfect,69291800,28,9,3,1,2012
1346,PG-13,Universal,2015-05-15,Comedy,29000000,115,Pitch Perfect 2 (2015),Pitch Perfect 2,185897800,15,5,2,0,2015
1347,PG,Buena Vista,2015-06-19,Animation,175000000,94,Inside Out (2015),Inside Out,370541000,19,6,2,0,2015
1348,PG-13,Sony / Columbia,2015-07-24,Action Comedy,88000000,105,Pixels (2015),Pixels,81774300,24,7,3,0,2015
1349,R,Focus Features,2013-03-29,Drama,15000000,140,The Place Beyond the Pines (2013),The Place Beyond the Pines,21914300,29,3,1,1,2013
1350,PG,Buena Vista,2013-08-09,Animation,50000000,92,Planes (2013),Planes,98585800,9,8,3,0,2013
1351,PG,Buena Vista,2014-07-18,Animation,50000000,83,Planes: Fire & Rescue (2014),Planes:Fire & Rescue,62810900,18,7,3,0,2014
1352,PG,Sony / Columbia,2009-11-20,Animation,70000000,91,Planet 51 (2009),Planet 51,47438100,20,11,4,0,2009
1353,PG-13,Sony / Screen Gems,2013-09-20,Drama,20000000,109,Battle of the Year (2013),Battle of the Year,9498700,20,9,3,0,2013
1354,PG-13,Fox,2001-07-27,Sci-Fi Action,100000000,119,Planet of the Apes (2001) (2001),Planet of the Apes (2001),272866600,27,7,3,0,2001
1355,PG-13,Warner Bros.,2002-08-16,Sci-Fi Comedy,100000000,95,The Adventures of Pluto Nash (2002),The Adventures of Pluto Nash,6527400,16,8,3,0,2002
1356,PG-13,Warner Bros.,2015-12-25,Action,105000000,113,Point Break (2015) (2015),Point Break (2015),28567500,25,12,4,0,2015
1357,G,Warner Bros.,1999-11-10,Animation,30000000,96,Pokemon: The First Movie (1999),Pokemon:The First Movie,144644100,10,11,4,0,1999
1358,G,Warner Bros.,2000-07-21,Animation,30000000,102,Pokemon: The Movie 2000 (2000),Pokemon:The Movie 2000,69656700,21,7,3,0,2000
1359,G,Warner Bros.,2001-04-06,Animation,16000000,70,Pokemon 3: The Movie (2001),Pokemon 3:The Movie,25849300,6,4,2,0,2001
1360,PG-13,Fox,2015-05-22,Horror,35000000,93,Poltergeist (2015) (2015),Poltergeist (2015),47997300,22,5,2,0,2015
