,MPAA,distributor,dt_obj,genre,production_budget,runtime,title1,title2,total_revenues,day,month,season,sleeper,year
989,PG-13,Universal,2008-04-04,Sports Comedy,58000000,114,Leatherheads (2008),Leatherheads,37491400,4,4,2,0,2008
990,PG-13,Freestyle Releasing,2014-10-03,Thriller,16000000,105,Left Behind (2014) (2014),Left Behind (2014),14492900,3,10,4,0,2014
991,PG-13,MGM,2003-07-02,Comedy,45000000,95,"Legally Blonde 2: Red, White and Blonde (2003)","Legally Blonde 2:Red, White and Blonde",128324800,2,7,3,0,2003
992,PG-13,DreamWorks,2000-11-03,Sports Drama,80000000,127,The Legend of Bagger Vance (2000),The Legend of Bagger Vance,49199200,3,11,4,0,2000
993,PG,Clarius Entertainment,2014-05-09,Animation,70000000,88,Legends of Oz: Dorothy's Return (2014),Legends of Oz:Dorothy's Return,8717200,9,5,2,0,2014
994,R,Sony / Screen Gems,2010-01-22,Horror Thriller,26000000,100,Legion (2010) (2010),Legion (2010),43351200,22,1,1,0,2010
995,PG,Warner Bros.,2014-02-07,Animation,60000000,100,The LEGO Movie (2014),The LEGO Movie,277265000,7,2,1,0,2014
996,PG,Paramount,2004-12-17,Family Adventure,140000000,113,Lemony Snicket's A Series of Unfortunate Events (2004),Lemony Snicket's A Series of Unfortunate Events,162246300,17,12,4,0,2004
997,PG-13,Universal,2012-12-25,Musical,61000000,157,Les Miserables (2012) (2012),Les Miserables (2012),160217100,25,12,4,0,2012
998,R,Fox,2014-08-13,Action Comedy,17000000,104,Let's Be Cops (2014),Let's Be Cops,87368800,13,8,3,0,2014
999,R,Warner Bros.,2006-12-20,War,19000000,141,Letters from Iwo Jima (2006),Letters from Iwo Jima,17169500,20,12,4,0,2006
1000,PG,Vivendi Entertainment,2010-04-09,Drama,3000000,110,Letters to God (2010),Letters to God,3074300,9,4,2,0,2010
1001,PG,Summit Entertainment,2010-05-14,Romance,30000000,105,Letters to Juliet (2010),Letters to Juliet,57235000,14,5,2,0,2010
1002,R,Overture Films,2010-10-01,Horror,20000000,115,Let Me In (2010),Let Me In,13096600,1,10,4,0,2010
1003,R,Buena Vista,2004-12-10,Adventure Comedy,50000000,118,The Life Aquatic with Steve Zissou (2004),The Life Aquatic with Steve Zissou,32599200,10,12,4,0,2004
1004,PG-13,Warner Bros.,2010-10-08,Comedy,38000000,112,Life as We Know It (2010),Life as We Know It,57172900,8,10,4,0,2010
1005,R,Universal,2003-02-21,Drama / Thriller,38000000,130,The Life of David Gale (2003),The Life of David Gale,28394500,21,2,1,0,2003
1006,PG,Fox,2012-11-21,Adventure,120000000,126,Life of Pi (2012),Life of Pi,133749800,21,11,4,0,2012
1007,PG-13,Fox,2002-04-26,Romantic Comedy,40000000,103,"Life, or Something Like It (2002)","Life, or Something Like It",21337200,26,4,2,0,2002
1008,R,Fox,1999-11-10,Drama,13000000,99,Light it Up (1999),Light it Up,10109700,10,11,4,0,1999
1009,PG,Fox,2002-07-03,Family Comedy,30000000,100,Like Mike (2002),Like Mike,75954100,3,7,3,0,2002
1010,PG,Buena Vista,2002-06-21,Animation,80000000,85,Lilo & Stitch (2002),Lilo & Stitch,215303900,21,6,2,0,2002
1011,R,Artisan,1999-10-08,Crime Drama,10000000,89,The Limey (1999),The Limey,5380400,8,10,4,0,1999
1012,PG-13,Buena Vista,2012-11-09,Historical Drama,65000000,145,Lincoln (2012),Lincoln,195040900,9,11,4,1,2012
1013,R,Lionsgate,2011-03-18,Crime Drama,40000000,119,The Lincoln Lawyer (2011),The Lincoln Lawyer,62639400,18,3,1,0,2011
1014,R,United Artists,2007-11-09,War Drama,35000000,88,Lions for Lambs (2007),Lions for Lambs,18706200,9,11,4,0,2007
1015,PG-13,Sony (Revolution),2004-08-06,Romantic Comedy,35000000,105,Little Black Book (2004),Little Black Book,28598200,6,8,3,0,2004
1016,R,New Line,2006-10-06,Drama,26000000,130,Little Children (2006),Little Children,6958400,6,10,4,0,2006
1017,PG-13,Sony (Revolution),2006-07-14,Comedy,64000000,90,Little Man (2006),Little Man,76820500,14,7,3,0,2006
1018,R,Fox Searchlight,2006-07-26,Comedy,8000000,101,Little Miss Sunshine (2006),Little Miss Sunshine,78424800,26,7,3,1,2006
1019,PG,Sony / Columbia,1994-12-21,Period Drama,18000000,118,Little Women (1994) (1994),Little Women (1994),99709400,21,12,4,1,1994
1020,R,Sony Classics,2007-02-09,Foreign,2000000,137,The Lives of Others (2007),The Lives of Others,14074800,9,2,1,1,2007
1021,PG,Buena Vista,2003-05-02,Family Adventure,17000000,90,The Lizzie McGuire Movie (2003),The Lizzie McGuire Movie,60806200,2,5,2,0,2003
1022,R,Monterey Media Inc.,2007-10-19,Drama,3000000,107,Local Color (2007),Local Color,40900,19,10,4,0,2007
1023,PG-13,FilmDistrict,2012-04-13,Sci-Fi Action,20000000,110,Lockout (2012),Lockout,15138500,13,4,2,0,2012
1024,R,Focus Features,2016-03-04,Action,60000000,99,London Has Fallen (2016),London Has Fallen,62524300,4,3,1,0,2016
1025,PG-13,Buena Vista,2013-07-03,Western,215000000,149,The Lone Ranger (2013),The Lone Ranger,97722800,3,7,3,0,2013
1026,R,Universal,2013-12-25,Action Drama,40000000,121,Lone Survivor (2013),Lone Survivor,134825500,25,12,4,0,2013
1027,PG-13,Paramount,2005-05-27,Sports Comedy,82000000,109,The Longest Yard (2005),The Longest Yard,211648200,27,5,2,0,2005
1028,R,Miramax,2007-03-30,Crime Drama,16000000,98,The Lookout (2007),The Lookout,5737400,30,3,1,0,2007
1029,PG,Warner Bros.,2003-11-14,Family Adventure,80000000,90,Looney Tunes: Back in Action (2003),Looney Tunes:Back in Action,29828400,14,11,4,0,2003
1030,R,TriStar,2012-09-28,Sci-Fi Action,30000000,118,Looper (2012),Looper,70864400,28,9,3,0,2012
1031,PG,Universal,2012-03-02,Animation,70000000,95,Dr. Seuss' The Lorax (2012),Dr. Seuss' The Lorax,231044300,2,3,1,0,2012
1032,R,Lions Gate,2005-09-16,Crime,50000000,122,Lord of War (2005),Lord of War,32325100,16,9,3,0,2005
1033,PG-13,Sony / Columbia,2005-06-03,Sports Drama,25000000,107,Lords of Dogtown (2005),Lords of Dogtown,15090000,3,6,2,0,2005
1034,PG-13,Sony / Columbia,2000-07-21,Romantic Comedy,20000000,95,Loser (2000),Loser,24862300,21,7,3,0,2000
1035,PG-13,Warner Bros.,2010-04-23,Action,25000000,98,The Losers (2010),The Losers,25460900,23,4,2,0,2010
1036,R,Focus Features,2003-09-12,Comedy,4000000,102,Lost in Translation (2003),Lost in Translation,62850200,12,9,3,1,2003
1037,PG,Sony Repertory,2004-02-06,Unknown,40000,90,The Lost Skeleton of Cadavra (2004),The Lost Skeleton of Cadavra,197700,6,2,1,1,2004
1038,PG-13,Buena Vista,2005-04-22,Romantic Comedy,30000000,97,A Lot Like Love (2005),A Lot Like Love,29241200,22,4,2,0,2005
1039,PG-13,Warner Bros.,2010-08-20,Comedy,17000000,99,Lottery Ticket (2010),Lottery Ticket,26678800,20,8,3,0,2010
1040,R,Universal,2003-11-07,Romantic Comedy,40000000,128,Love Actually (2003),Love Actually,84749400,7,11,4,1,2003
1041,PG-13,New Line,2000-04-21,Sports Drama,20000000,127,Love & Basketball (2000),Love & Basketball,43711200,21,4,2,0,2000
1042,R,Fox,2010-11-24,Comedy / Drama,30000000,113,Love and Other Drugs (2010),Love and Other Drugs,34670300,24,11,4,0,2010
1043,PG-13,Paramount,2008-06-20,Comedy,62000000,88,The Love Guru (2008),The Love Guru,38521300,20,6,2,0,2008
1044,PG-13,DreamWorks,1999-05-21,Romantic Comedy,20000000,99,The Love Letter (1999),The Love Letter,14022700,21,5,2,0,1999
1045,PG-13,Paramount (DreamWorks),2009-12-11,Drama / Thriller,65000000,135,The Lovely Bones (2009),The Lovely Bones,47625400,11,12,4,0,2009
1046,Unrated,Alchemy,2015-10-30,Drama,3000000,135,Love (2015) (2015),Love (2015),245600,30,10,4,0,2015
1047,PG,The Bigger Picture,2006-10-06,Romance,3000000,87,Love's Abiding Joy (2006),Love's Abiding Joy,331100,6,10,4,0,2006
1048,PG-13,Lionsgate,2015-11-13,Comedy,17000000,107,Love the Coopers (2015),Love the Coopers,25939900,13,11,4,0,2015
1049,R,Universal,2014-07-25,Sci-Fi Action,40000000,90,Lucy (2014),Lucy,134458000,25,7,3,0,2014
1050,NC-17,Focus Features,2007-09-28,Foreign,15000000,158,"Lust, Caution (2007)","Lust, Caution",5737500,28,9,3,1,2007
1051,PG-13,RS,2003-09-26,Historical Drama,30000000,115,Luther (2003),Luther,8240400,26,9,3,0,2003
1052,R,Universal,2010-05-21,Comedy,10000000,88,MacGruber (2010),MacGruber,9201200,21,5,2,0,2010
1053,R,Relativity,2011-09-23,Action,30000000,123,Machine Gun Preacher (2011),Machine Gun Preacher,582100,23,9,3,1,2011
1054,PG,Paramount (DreamWorks),2008-11-07,Animation,150000000,89,Madagascar: Escape 2 Africa (2008),Madagascar:Escape 2 Africa,215110600,7,11,4,0,2008
1055,PG,Paramount (DreamWorks),2012-06-08,Animation,145000000,93,Madagascar 3: Europe's Most Wanted (2012),Madagascar 3:Europe's Most Wanted,230859200,8,6,2,0,2012
1056,PG-13,Lionsgate,2006-02-24,Comedy,6000000,107,Tyler Perry's Madea's Family Reunion (2006),Tyler Perry's Madea's Family Reunion,82863100,24,2,1,0,2006
1057,PG-13,Lionsgate,2012-06-29,Comedy,20000000,114,Tyler Perry's Madea's Witness Protection (2012),Tyler Perry's Madea's Witness Protection,72404200,29,6,2,0,2012
1058,PG-13,Sony / Columbia,2008-05-02,Comedy,40000000,101,Made of Honor (2008),Made of Honor,54984600,2,5,2,0,2008
1059,R,Warner Bros.,2012-06-29,Comedy / Drama,7000000,110,Magic Mike (2012),Magic Mike,125415300,29,6,2,0,2012
1060,R,New Line,1999-12-17,Drama,37000000,188,Magnolia (1999),Magnolia,35805200,17,12,4,0,1999
1061,PG-13,Sony (Revolution),2002-12-13,Romantic Comedy,55000000,105,Maid in Manhattan (2002),Maid in Manhattan,136160800,13,12,4,0,2002
1062,PG,Warner Bros.,2001-12-21,Period Drama,72000000,152,The Majestic (2001),The Majestic,41461100,21,12,4,0,2001
1063,R,Relativity,2013-09-13,Action Comedy,30000000,112,The Family (2013) (2013),The Family (2013),39809500,13,9,3,0,2013
1064,PG,Buena Vista,2014-05-30,Fantasy,180000000,97,Maleficent (2014),Maleficent,250142600,30,5,2,0,2014
1065,PG-13,Warner Bros.,2003-04-18,Comedy,15000000,80,Malibu's Most Wanted (2003),Malibu's Most Wanted,48993100,18,4,2,0,2003
1066,PG,Sony / Columbia,2009-01-16,Comedy,26000000,87,Paul Blart: Mall Cop (2009),Paul Blart:Mall Cop,174869700,16,1,1,0,2009
1067,PG-13,Universal,2013-01-18,Horror,15000000,100,Mama (2013),Mama,77395300,18,1,1,0,2013
1068,PG-13,Universal,2008-07-18,Musical,52000000,108,Mamma Mia! (2008),Mamma Mia!,172233400,18,7,3,0,2008
1069,R,New Line,2003-04-04,Action,36000000,105,A Man Apart (2003),A Man Apart,38042400,4,4,2,0,2003
1070,R,Paramount,2004-07-30,Thriller,80000000,130,The Manchurian Candidate (2004),The Manchurian Candidate,91127100,30,7,3,0,2004
1071,R,Universal,2015-01-16,Thriller,70000000,135,Blackhat (2015),Blackhat,8459500,16,1,1,0,2015
1072,PG-13,Lionsgate/Summit,2012-01-27,Thriller,42000000,102,Man on a Ledge (2012),Man on a Ledge,20171700,27,1,1,0,2012
1073,R,Fox,2004-04-21,Action Drama,70000000,146,Man on Fire (2004),Man on Fire,107646200,21,4,2,0,2004
1074,R,Universal,1999-12-22,Comedy / Drama,82000000,119,Man on the Moon (1999),Man on the Moon,56949100,22,12,4,0,1999
1075,R,Universal,2012-11-02,Action / Adventure,15000000,96,The Man with the Iron Fists (2012),The Man with the Iron Fists,16663400,2,11,4,0,2012
1076,R,Paramount,2003-08-22,Comedy,20000000,73,Marci X (2003),Marci X,2346100,22,8,3,0,2003
1077,PG-13,Sony / Columbia,2006-10-20,Period Drama,40000000,118,Marie Antoinette (2006),Marie Antoinette,20909600,20,10,4,0,2006
1078,PG,Fox,2010-06-04,Family Comedy,50000000,87,Marmaduke (2010),Marmaduke,36311000,4,6,2,0,2010
1079,PG,Buena Vista,2011-03-11,Animation,150000000,88,Mars Needs Moms (2011),Mars Needs Moms,23352400,11,3,1,0,2011
1080,PG-13,Buena Vista,2014-04-04,Action / Adventure,170000000,136,Captain America: The Winter Soldier (2014),Captain America:The Winter Soldier,267656500,4,4,2,0,2014
1081,PG-13,Buena Vista,2014-08-01,Action / Adventure,170000000,121,Guardians of the Galaxy (2014),Guardians of the Galaxy,353303500,1,8,3,0,2014
1082,PG-13,Buena Vista,2016-05-06,Action / Adventure,250000000,147,Captain America: Civil War (2016),Captain America:Civil War,406267400,6,5,2,0,2016
1083,PG-13,Fox,2003-11-14,War,150000000,138,Master and Commander: The Far Side of the World (2003),Master and Commander:The Far Side of the World,133054800,14,11,4,0,2003
1084,PG,Paramount (DreamWorks),2010-11-05,Animation,130000000,96,Megamind (2010),Megamind,158977300,5,11,4,0,2010
1085,PG,Sony (Revolution),2002-08-02,Comedy,16000000,80,The Master of Disguise (2002),The Master of Disguise,59644700,2,8,3,0,2002
1086,R,DreamWorks,2005-12-28,Thriller,15000000,124,Match Point (2005),Match Point,30332500,28,12,4,1,2005
1087,R,Warner Bros.,1999-03-31,Sci-Fi Action,63000000,136,The Matrix (1999),The Matrix,289625500,31,3,1,0,1999
1088,R,Warner Bros.,2003-05-15,Sci-Fi Action,150000000,138,The Matrix Reloaded (2003),The Matrix Reloaded,400651100,15,5,2,0,2003
1089,R,Warner Bros.,2003-11-05,Sci-Fi Action,150000000,135,The Matrix Revolutions (2003),The Matrix Revolutions,198158700,5,11,4,0,2003
1090,PG,Warner Bros.,2015-06-26,Family,20000000,111,Max (2015) (2015),Max (2015),44355300,26,6,2,0,2015
1091,PG-13,Fox,2008-10-17,Action / Crime,35000000,100,Max Payne (2008),Max Payne,48623300,17,10,4,0,2008
1092,PG-13,Fox,2014-09-19,Sci-Fi Thriller,34000000,113,The Maze Runner (2014),The Maze Runner,107035600,19,9,3,0,2014
1093,PG-13,Fox,2015-09-18,Action / Adventure,61000000,131,Maze Runner: The Scorch Trials (2015),Maze Runner:The Scorch Trials,82597500,18,9,3,0,2015
1094,PG-13,Fox Searchlight,2015-06-12,Drama,8000000,104,Me and Earl and the Dying Girl (2015),Me and Earl and the Dying Girl,7028700,12,6,2,1,2015
1095,PG-13,Freestyle Releasing,2009-11-25,Drama,25000000,107,Me and Orson Welles (2009),Me and Orson Welles,1325300,25,11,4,0,2009
1096,PG-13,Paramount,2004-04-30,Comedy,17000000,97,Mean Girls (2004),Mean Girls,118901500,30,4,2,0,2004
1097,PG-13,Warner Bros. (New Line),2016-06-03,Romance,20000000,110,Me Before You (2016),Me Before You,54868500,3,6,2,0,2016
1098,R,CBS Films,2011-01-28,Action,40000000,100,The Mechanic (2011),The Mechanic,31789100,28,1,1,0,2011
1099,PG,Fox,2008-07-11,Sci-Fi Comedy,60000000,90,Meet Dave (2008),Meet Dave,14104700,11,7,3,0,2008
1100,PG-13,Universal,2004-12-22,Comedy,80000000,114,Meet the Fockers (2004),Meet the Fockers,379004500,22,12,4,0,2004
1101,PG-13,Universal,2010-12-22,Comedy,100000000,98,Little Fockers (2010),Little Fockers,159001600,22,12,4,0,2010
1102,PG-13,Universal,2000-10-06,Comedy,55000000,108,Meet the Parents (2000),Meet the Parents,264200700,6,10,4,0,2000
1103,R,Newmarket,2001-03-16,Thriller,9000000,113,Memento (2001),Memento,38723500,16,3,1,1,2001
1104,PG-13,Sony / Columbia,2005-12-09,Period Drama,85000000,144,Memoirs of a Geisha (2005),Memoirs of a Geisha,75892300,9,12,4,1,2005
1105,R,Fox,2000-06-23,Comedy,51000000,116,"Me, Myself and Irene (2000)","Me, Myself and Irene",144174200,23,6,2,0,2000
1106,PG-13,Sony / Columbia,1997-07-02,Sci-Fi Comedy,90000000,97,Men in Black (1997),Men in Black,468611100,2,7,3,0,1997
1107,PG-13,Sony / Columbia,2002-07-03,Sci-Fi Comedy,140000000,88,Men in Black II (2002),Men in Black II,281203700,3,7,3,0,2002
1108,R,Overture Films,2009-11-06,Comedy,25000000,90,The Men Who Stare at Goats (2009),The Men Who Stare at Goats,36539900,6,11,4,0,2009
1109,R,Sony / Columbia,1999-11-12,War,85000000,158,The Messenger: The Story of Joan of Arc (1999),The Messenger:The Story of Joan of Arc,24094100,12,11,4,0,1999
1110,PG-13,Sony / Screen Gems,2007-02-02,Horror,16000000,90,The Messengers (2007),The Messengers,44115700,2,2,1,0,2007
1111,R,Picturehouse (II),2013-09-27,Drama,18000000,93,Metallica Through the Never (2013),Metallica Through the Never,3514200,27,9,3,0,2013
1112,R,DreamWorks,2001-03-02,Crime Comedy,57000000,123,The Mexican (2001),The Mexican,101330400,2,3,1,0,2001
1113,PG-13,Paramount,2000-05-24,Action,125000000,123,Mission: Impossible II (2000),Mission:Impossible II,342897400,24,5,2,0,2000
1114,PG-13,Paramount,2006-05-05,Action,150000000,126,Mission: Impossible III (2006),Mission:Impossible III,175568800,5,5,2,0,2006
1115,PG-13,Paramount,2011-12-16,Action,145000000,132,Mission: Impossible - Ghost Protocol (2011),Mission:Impossible - Ghost Protocol,228123000,16,12,4,1,2011
1116,PG-13,Paramount,2015-07-31,Action,150000000,130,Mission: Impossible - Rogue Nation (2015),Mission:Impossible - Rogue Nation,202710200,31,7,3,0,2015
1117,R,Universal,2006-07-28,Action / Crime,135000000,146,Miami Vice (2006),Miami Vice,83115300,28,7,3,0,2006
1118,PG-13,Sony / Columbia,2012-05-25,Sci-Fi Comedy,225000000,106,MIB 3 (2012),MIB 3,189729500,25,5,2,0,2012
1119,R,Overture Films,2009-09-23,Documentary,20000000,127,Capitalism: A Love Story (2009),Capitalism:A Love Story,16195700,23,9,3,1,2009
1120,R,Universal,2016-04-08,Comedy,29000000,99,The Boss (2016),The Boss,63077600,8,4,2,0,2016
1121,PG-13,Warner Bros.,1999-08-20,Romantic Comedy,75000000,102,Mickey Blue Eyes (1999),Mickey Blue Eyes,57196100,20,8,3,0,1999
1122,R,Paramount Vantage,2010-08-06,Crime Comedy,20000000,105,Middle Men (2010),Middle Men,839400,6,8,3,0,2010
1123,PG-13,Sony Classics,2011-05-20,Romantic Comedy,17000000,88,Midnight in Paris (2011),Midnight in Paris,60940100,20,5,2,1,2011
1124,R,Paramount Vantage,2007-06-22,War Drama,16000000,108,A Mighty Heart (2007),A Mighty Heart,11444300,22,6,2,0,2007
1125,PG,Buena Vista,1998-12-25,Adventure,90000000,114,Mighty Joe Young (1998),Mighty Joe Young,88329200,25,12,4,0,1998
1126,G,Quaker Media,2011-10-21,Sports Drama,7000000,102,The Mighty Macs (2011),The Mighty Macs,2044400,21,10,4,0,2011
1127,R,Fox,2016-07-08,Comedy,33000000,98,Mike and Dave Need Wedding Dates (2016),Mike and Dave Need Wedding Dates,18418300,8,7,3,0,2016
1128,R,Focus Features,2008-11-26,Drama,20000000,128,Milk (2008),Milk,38049900,26,11,4,1,2008
1129,PG,Buena Vista,2014-05-16,Sports Drama,25000000,124,Million Dollar Arm (2014),Million Dollar Arm,37607400,16,5,2,0,2014
1130,PG-13,Warner Bros.,2004-12-15,Sports Drama,30000000,137,Million Dollar Baby (2004),Million Dollar Baby,134545500,15,12,4,1,2004
1131,R,Universal,2014-05-30,Western Comedy,40000000,116,A Million Ways to Die in the West (2014),A Million Ways to Die in the West,44497100,30,5,2,0,2014
1132,PG,Universal,2015-07-10,Animation,74000000,91,Minions (2015),Minions,349328200,10,7,3,0,2015
1133,PG-13,Fox,2002-06-21,Sci-Fi Thriller,102000000,144,Minority Report (2002),Minority Report,195040600,21,6,2,0,2002
1134,R,Buena Vista,2008-09-26,War Drama,45000000,166,Miracle at St. Anna (2008),Miracle at St. Anna,9463200,26,9,3,0,2008
1135,PG,TriStar,2016-03-16,Drama,13000000,109,Miracles from Heaven (2016),Miracles from Heaven,61663300,16,3,1,0,2016
1136,PG-13,Warner Bros.,2000-12-22,Action Comedy,45000000,109,Miss Congeniality (2000),Miss Congeniality,163975700,22,12,4,0,2000
1137,PG-13,Paramount,1996-05-22,Action,80000000,110,Mission: Impossible (1996),Mission:Impossible,351317700,22,5,2,0,1996
1138,PG,Buena Vista,2000-03-10,Sci-Fi Adventure,100000000,113,Mission to Mars (2000),Mission to Mars,96916400,10,3,1,0,2000
1139,R,MGM (Weinstein),2007-11-21,Horror,18000000,127,The Mist (2007),The Mist,31902400,21,11,4,0,2007
1140,PG,TriStar,2014-05-09,Comedy,5000000,98,Moms' Night Out (2014),Moms' Night Out,10750300,9,5,2,0,2014
1141,PG-13,Sony (Revolution),2003-12-19,Period Drama,65000000,117,Mona Lisa Smile (2003),Mona Lisa Smile,89052700,19,12,4,1,2003
1142,PG-13,Sony / Columbia,2011-09-23,Sports Drama,50000000,126,Moneyball (2011),Moneyball,82442600,23,9,3,0,2011
1143,R,TriStar,2016-05-13,Drama / Thriller,27000000,95,Money Monster (2016),Money Monster,40882000,13,5,2,0,2016
1144,R,Picturehouse,2008-06-06,Foreign,18000000,120,Mongol (2008),Mongol,6818300,6,6,2,0,2008
1145,R,Newmarket,2003-12-24,Drama / Thriller,8000000,111,Monster (2003),Monster,47624800,24,12,4,1,2003
1146,PG,Sony / Columbia,2006-07-21,Family Adventure,75000000,91,Monster House (2006),Monster House,96490300,21,7,3,0,2006
1147,PG-13,New Line,2005-05-13,Comedy,43000000,95,Monster-in-Law (2005),Monster-in-Law,111006300,13,5,2,0,2005
1148,R,Lions Gate,2001-12-26,Drama,4000000,111,Monster's Ball (2001),Monster's Ball,46185900,26,12,4,0,2001
1149,PG,Paramount (DreamWorks),2009-03-27,Animation,175000000,94,Monsters Vs. Aliens (2009),Monsters Vs. Aliens,228130800,27,3,1,0,2009
1150,PG,Fox,2011-07-01,Romantic Comedy,20000000,109,Monte Carlo (2011),Monte Carlo,25055700,1,7,3,0,2011
1151,PG-13,Sony / Columbia,2014-02-07,Action Drama,70000000,110,The Monuments Men (2014),The Monuments Men,84019800,7,2,1,0,2014
1152,PG-13,Buena Vista,2002-09-27,Drama,21000000,111,Moonlight Mile (2002),Moonlight Mile,10092400,27,9,3,1,2002
1153,PG-13,Focus Features,2012-05-25,Drama,16000000,93,Moonrise Kingdom (2012),Moonrise Kingdom,49556700,25,5,2,1,2012
1154,PG-13,Paramount,2010-11-10,Comedy,40000000,102,Morning Glory (2010),Morning Glory,33218600,10,11,4,0,2010
1155,PG-13,Sony / Screen Gems,2013-08-21,Fantasy Drama,60000000,120,The Mortal Instruments: City of Bones (2013),The Mortal Instruments:City of Bones,34086300,21,8,3,0,2013
1156,R,Lionsgate,2015-01-23,Action Comedy,60000000,106,Mortdecai (2015),Mortdecai,8132100,23,1,1,0,2015
1157,PG-13,Open Road Films,2016-04-29,Comedy,25000000,118,Mother's Day (2016),Mother's Day,32492900,29,4,2,1,2016
1158,PG-13,Sony / Screen Gems,2002-01-25,Horror,32000000,119,The Mothman Prophecies (2002),The Mothman Prophecies,52789000,25,1,1,0,2002
1159,PG-13,Fox,2001-05-18,Musical,50000000,127,Moulin Rouge! (2001),Moulin Rouge!,86978000,18,5,2,1,2001
1160,PG,DreamWorks,1997-12-19,Comedy,38000000,97,Mouse Hunt (1997),Mouse Hunt,113743600,19,12,4,1,1997
1161,R,Relativity,2013-01-25,Comedy,6000000,97,Movie 43 (2013),Movie 43,9553000,25,1,1,0,2013
1162,PG-13,Fox,2005-06-10,Action Comedy,110000000,115,Mr. & Mrs. Smith (2005),Mr. & Mrs. Smith,249417400,10,6,2,0,2005
1163,R,MGM,2007-06-01,Thriller,20000000,120,Mr. Brooks (2007),Mr. Brooks,35603600,1,6,2,0,2007
1164,PG-13,Sony / Columbia,2002-06-28,Comedy,50000000,91,Mr. Deeds (2002),Mr. Deeds,186505700,28,6,2,0,2002
1165,PG,Buena Vista,1997-12-25,Comedy,30000000,88,Mr. Magoo (1997),Mr. Magoo,39267100,25,12,4,0,1997
1166,PG,Fox,2014-03-07,Animation,145000000,90,Mr. Peabody & Sherman (2014),Mr. Peabody & Sherman,118960200,7,3,1,0,2014
1167,PG,Fox,2011-06-17,Family Comedy,55000000,95,Mr. Popper's Penguins (2011),Mr. Popper's Penguins,73001700,17,6,2,0,2011
1168,PG-13,Universal,1999-05-07,Period Adventure,80000000,124,The Mummy (1999),The Mummy,262442400,7,5,2,0,1999
1169,PG-13,Universal,2008-08-01,Period Adventure,145000000,114,The Mummy: Tomb of the Dragon Emperor (2008),The Mummy:Tomb of the Dragon Emperor,122476200,1,8,3,0,2008
1170,PG-13,Universal,2001-05-04,Period Adventure,98000000,130,The Mummy Returns (2001),The Mummy Returns,306242000,4,5,2,0,2001
1171,R,Universal,2005-12-23,Drama / Thriller,70000000,164,Munich (2005),Munich,62367400,23,12,4,0,2005
1172,PG,Buena Vista,2014-03-21,Family Comedy,50000000,112,Muppets Most Wanted (2014),Muppets Most Wanted,53767300,21,3,1,0,2014
1173,G,Sony / Columbia,1999-07-14,Family Comedy,24000000,88,Muppets from Space (1999),Muppets from Space,28080600,14,7,3,0,1999
1174,R,Warner Bros.,2002-04-19,Thriller,50000000,120,Murder by Numbers (2002),Murder by Numbers,47176300,19,4,2,0,2002
1175,PG-13,USA Films,1999-08-27,Comedy,15000000,97,The Muse (1999),The Muse,19617400,27,8,3,0,1999
1176,PG,Miramax,1999-10-29,Music Drama,27000000,123,Music of the Heart (1999),Music of the Heart,25079300,29,10,4,0,1999
1177,PG-13,Universal,2001-09-07,Period Action,40000000,104,The Musketeer (2001),The Musketeer,41041000,7,9,3,0,2001
1178,PG-13,Warner Bros.,2005-07-29,Romantic Comedy,30000000,98,Must Love Dogs (2005),Must Love Dogs,58754700,29,7,3,0,2005
1179,PG-13,Miramax,2004-01-09,Comedy,12000000,86,My Baby's Daddy (2004),My Baby's Daddy,24412700,9,1,1,0,2004
1180,R,Lionsgate,2008-09-19,Romantic Comedy,20000000,101,My Best Friend's Girl (2008),My Best Friend's Girl,22966700,19,9,3,0,2008
1181,PG,IFC,2002-04-19,Romantic Comedy,5000000,95,My Big Fat Greek Wedding (2002),My Big Fat Greek Wedding,355379100,19,4,2,1,2002
1182,R,Lionsgate,2009-01-16,Horror,15000000,101,My Bloody Valentine 3-D (2009),My Bloody Valentine 3-D,61596700,16,1,1,0,2009
1183,PG-13,Dimension Films,2003-08-22,Comedy,14000000,86,My Boss's Daughter (2003),My Boss's Daughter,22126700,22,8,3,0,2003
1184,PG,Warner Bros.,2000-01-14,Family,6000000,95,My Dog Skip (2000),My Dog Skip,54336800,14,1,1,1,2000
1185,PG-13,Paramount,2012-12-19,Comedy,40000000,95,The Guilt Trip (2012),The Guilt Trip,39914600,19,12,4,1,2012
1186,PG-13,Warner Bros. (New Line),2009-06-26,Drama,30000000,106,My Sister's Keeper (2009),My Sister's Keeper,56584500,26,6,2,0,2009
1187,R,Universal,2010-10-08,Horror,25000000,107,My Soul to Take (2010),My Soul to Take,15912900,8,10,4,0,2010
1188,R,Buena Vista,1999-10-01,Sports Comedy,28000000,119,"Mystery, Alaska (1999)","Mystery, Alaska",15017700,1,10,4,0,1999
1189,PG,Universal,1999-08-06,Fantasy Comedy,68000000,122,Mystery Men (1999),Mystery Men,50267300,6,8,3,0,1999
1190,R,Warner Bros.,2003-10-08,Crime Drama,25000000,138,Mystic River (2003),Mystic River,126729600,8,10,4,1,2003
1191,PG,Paramount,2006-06-16,Sports Comedy,35000000,100,Nacho Libre (2006),Nacho Libre,105053300,16,6,2,0,2006
